,route_id,service_id,trip_id,trip_headsign,direction_id,route_short_name,route_long_name,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,arrival_time,stop_id,stop_sequence,timepoint,stop_name
151320,F28,9,1329020,West to Kings Park W,1,F28,Kings Park W Exp,True,True,False,True,False,False,False,20260315,20260613,16:28:00,13964,2,1,Pentagon+Bay L5
151321,F28,9,1329020,West to Kings Park W,1,F28,Kings Park W Exp,True,True,False,True,False,False,False,20260315,20260613,16:48:17,13965,3,0,Braddock Rd+Pt Royal Rd
151322,F28,9,1329020,West to Kings Park W,1,F28,Kings Park W Exp,True,True,False,True,False,False,False,20260315,20260613,16:48:36,1106,4,0,Braddock Rd+Queensberry Av
151323,F28,9,1329020,West to Kings Park W,1,F28,Kings Park W Exp,True,True,False,True,False,False,False,20260315,20260613,16:49:00,1101,6,1,Braddock Rd+Inverchapel Rd
151324,F28,9,1329020,West to Kings Park W,1,F28,Kings Park W Exp,True,True,False,True,False,False,False,20260315,20260613,16:49:35,1102,7,0,Braddock Rd+Glen Park Rd
151325,F28,9,1329020,West to Kings Park W,1,F28,Kings Park W Exp,True,True,False,True,False,False,False,20260315,20260613,16:50:36,1092,8,0,Braddock Rd+Wakefield Chapel Rd
151326,F28,9,1329020,West to Kings Park W,1,F28,Kings Park W Exp,True,True,False,True,False,False,False,20260315,20260613,16:51:39,1091,9,0,Braddock Rd+Southampton Dr
151327,F28,9,1329020,West to Kings Park W,1,F28,Kings Park W Exp,True,True,False,True,False,False,False,20260315,20260613,16:52:50,1065,10,0,Braddock Rd+Stone Haven Dr
151328,F28,9,1329020,West to Kings Park W,1,F28,Kings Park W Exp,True,True,False,True,False,False,False,20260315,20260613,16:54:32,1022,11,0,Burke Lake Rd+Grantham St
151329,F28,9,1329020,West to Kings Park W,1,F28,Kings Park W Exp,True,True,False,True,False,False,False,20260315,20260613,16:55:00,986,13,1,Burke Lake Rd+Rolling Rd
151330,F28,9,1329020,West to Kings Park W,1,F28,Kings Park W Exp,True,True,False,True,False,False,False,20260315,20260613,16:55:19,951,14,0,Burke Lake Rd+Rolling Rd
151331,F28,9,1329020,West to Kings Park W,1,F28,Kings Park W Exp,True,True,False,True,False,False,False,20260315,20260613,16:55:36,915,15,0,Burke Lake Rd+Signal Hill Dr
151332,F28,9,1329020,West to Kings Park W,1,F28,Kings Park W Exp,True,True,False,True,False,False,False,20260315,20260613,16:57:23,746,16,0,Burke Lake Rd+Lake Braddock Dr
151333,F28,9,1329020,West to Kings Park W,1,F28,Kings Park W Exp,True,True,False,True,False,False,False,20260315,20260613,16:57:45,767,17,0,Lake Braddock Dr+Cotherstone Ct
151334,F28,9,1329020,West to Kings Park W,1,F28,Kings Park W Exp,True,True,False,True,False,False,False,20260315,20260613,16:58:09,807,18,0,Lake Braddock Dr+Mersea Ct
151335,F28,9,1329020,West to Kings Park W,1,F28,Kings Park W Exp,True,True,False,True,False,False,False,20260315,20260613,16:58:38,884,19,0,Lake Braddock Dr+Bromyard Ct
151336,F28,9,1329020,West to Kings Park W,1,F28,Kings Park W Exp,True,True,False,True,False,False,False,20260315,20260613,16:58:53,911,20,0,Lake Braddock Dr+Olley Ln
151337,F28,9,1329020,West to Kings Park W,1,F28,Kings Park W Exp,True,True,False,True,False,False,False,20260315,20260613,16:59:14,895,21,0,Lake Braddock Dr+Tripolis Ct
